@relation 'CityBeatEvents-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R2-3,6-9,11'

@attribute AvgCaptionLen numeric
@attribute stat_StdPhotoDis numeric
@attribute AvgPhotoDis numeric
@attribute MeanPhotoDisbyCap numeric
@attribute CaptionPercentage numeric
@attribute PredictedStd numeric
@attribute TopWordPopularity numeric
@attribute Zscore numeric
@attribute Entropy numeric
@attribute diff_AvgPhotoDis numeric
@attribute diff_TopWordPopularity numeric
@attribute diff_Entropy numeric
@attribute tfidf1 numeric
@attribute tfidf2 numeric
@attribute tfidf3 numeric
@attribute NumberOfHashtages1 numeric
@attribute NumberOfHashtages2 numeric
@attribute NumberOfHashtages3 numeric
@attribute NumberOfPhotsoContaingTopWord1 numeric
@attribute NumberOfPhotsoContaingTopWord2 numeric
@attribute NumberOfPhotsoContaingTopWord3 numeric
@attribute Top10PhotoLocationNameFreq numeric
@attribute label {1,-1}

@data
42.48,0.096384,0.32446,7.495707,0.892857,1.91267,0.12,3.980826,2.731953,-1.67554,0.060117,0.421292,1.153508,0.435927,0.249502,1,1,1,5,3,2,0.6,1
47.482759,0.078293,0.290605,7.434405,0.966667,3.040818,0.057471,3.723056,2.856562,-1.709395,0.007322,0.324327,0.397761,0.218907,0.215088,1,0,0,2,2,1,0.3,1
42.28125,0.063906,0.298277,7.544778,0.864865,2.35189,0.135417,4.246045,2.768586,-1.701723,0.098187,0.435568,0.946128,0.359657,0.326019,1.2,4.6,0.8,5,5,5,0.6,1
52.972973,0.064273,0.255143,7.478072,0.902439,0.951287,0.108108,6.153041,2.566108,-1.744857,0.094952,0.591424,0.669812,0.57103,0.299697,1.125,1.25,1.625,8,8,8,0.4,1
44.4,0.089368,0.315176,8.048269,0.909091,2.697058,0.1,3.761902,2.864068,-1.684824,0.023465,0.303962,0.513893,0.365733,0.311877,0.5,1.5,1.5,2,2,2,0.2,1
41.448276,0.074728,0.384234,7.902438,0.805556,10.756378,0.08046,3.389048,2.50266,-1.615766,0.108232,0.694677,0.223573,0.186171,0.174067,3,0.6,0.6,9,5,5,1.1,1
50.285714,0.03222,0.077892,6.778385,0.875,0.880227,0.380952,7.874385,2.696199,-1.922108,0.117193,0.428557,2.595095,2.335322,0.891078,1.5,2,2,6,4,2,0.25,1
44.666667,0.102032,0.248685,7.549135,0.9375,5.759817,0.092593,4.544656,2.366131,-1.751315,0.165841,0.780309,0.538242,0.43286,0.405061,2.333333,2.7,1.111111,12,10,9,3.9,1
44.041667,0.087197,0.211425,7.31301,0.96,1.075581,0.208333,6.701235,2.477025,-1.788575,0.180322,0.66161,1.340519,0.941626,0.778155,3.5,2.6,4.6,6,5,5,0.7,1
63.470588,0.070275,0.139892,8.134761,0.708333,3.18366,0.117647,3.546021,2.468827,-1.860108,0.023245,0.704903,0.630832,0.535429,0.401902,0.5,16.5,1,2,2,2,0.4,1
45.818898,0.129717,0.326364,7.883845,0.78882,12.926634,0.110236,3.583333,1.901926,-1.673636,0.254566,1.324954,0.357365,0.270915,0.159355,2.357143,3.473684,3.1,28,19,10,5.9,1
70.588235,0.073342,0.244156,7.030758,1,1.51765,0.254902,4.795119,2.757004,-1.755844,0.126869,0.406722,1.145805,0.996721,0.78757,4.4,4.75,2.5,5,4,4,0.1,1
48.545455,0.105796,0.275552,7.400248,0.916667,1.921334,0.136364,4.211071,2.652403,-1.724448,0.052309,0.521151,0.625757,0.487461,0.283525,2.333333,0.666667,1,3,3,3,0.4,1
42.011236,0.065917,0.238015,7.941905,0.839623,2.831972,0.052434,4.520128,2.70335,-1.761985,0.086071,0.523212,0.19981,0.152183,0.126961,1.888889,0.75,2.125,9,8,8,1,1
62.21875,0.079568,0.269568,7.726879,0.864865,3.361208,0.135417,3.676697,2.795362,-1.730432,0.089887,0.388063,0.449557,0.41997,0.372729,2.6,4,3.25,5,4,4,0.3,1
40.633333,0.081906,0.300704,7.367261,0.909091,1.178515,0.188889,6.316851,2.678032,-1.699296,0.173423,0.468254,1.426782,0.697237,0.305926,0.888889,1.6,1,9,5,3,0.1,1
38.555556,0.084525,0.152172,7.35471,0.9,0.678756,0.185185,9.358121,2.792586,-1.847828,0.029591,0.349484,1.191572,1.101469,0.672802,1,0,2,2,2,1,0.4,1
53.333333,0.103723,0.248507,7.323687,0.89011,6.73046,0.23251,5.069812,2.241936,-1.751493,0.478701,0.987412,1.477013,0.978279,0.601194,2.923077,3.340426,4.961538,65,47,26,6,1
50.571429,0.106186,0.305271,7.735446,0.875,3.126786,0.087302,6.573696,2.672778,-1.694729,0.055542,0.539023,0.274645,0.257094,0.240378,2.2,2.2,1,5,5,3,0.8,1
43.769231,0.066943,0.183316,7.726128,0.866667,1.680243,0.102564,5.197253,2.308746,-1.816684,0.009583,0.809948,0.771349,0.479811,0.479811,2,2,0,2,1,1,0.5,1
32,0.061555,0.242615,7.594118,0.95122,1.426628,0.068376,6.572702,2.563409,-1.757385,0.049489,0.620738,0.52045,0.302619,0.295771,2.25,1.5,1.5,4,2,2,1.1,1
47.692308,0.139075,0.281416,7.521432,0.866667,1.363058,0.179487,4.094269,2.669372,-1.718584,0.053542,0.462968,0.959622,0.948303,0.838321,0.5,0.5,0.5,4,2,2,0.1,1
42.235294,0.091697,0.269884,7.400776,0.944444,2.301275,0.176471,4.000844,2.494904,-1.730116,0.077995,0.653049,1.735609,0.664677,0.366914,0.5,1,1,6,2,2,0.5,1
40.507353,0.124941,0.345088,7.829717,0.804734,12.878584,0.154412,4.592569,1.828327,-1.654912,0.571942,1.460251,0.417145,0.385504,0.28699,3.233766,2.6,3.527778,77,40,36,10.4,1
46.583333,0.12442,0.123499,6.080541,0.857143,2.093933,0.527778,3.137535,2.258096,-1.876501,0.44809,0.816042,2.188422,2.175237,1.303534,1.125,1.285714,1.285714,8,7,7,1,1
37.37931,0.082515,0.293814,7.634122,0.935484,7.079155,0.103448,3.112753,2.842965,-1.706186,0.056175,0.336885,0.425101,0.369798,0.341761,0.333333,0.333333,7.666667,3,3,3,0.5,1
34.666667,0.107575,0.305493,8.167047,0.775862,3.259762,0.066667,4.671151,2.546404,-1.694507,0.050243,0.573568,0.349774,0.215611,0.170651,2.4,3.666667,1.666667,5,3,3,1.7,1
58.8,0.058444,0.314628,7.529963,0.833333,1.621395,0.2,4.842148,2.951143,-1.685372,0.063763,0.211147,1.211044,1.180214,1.027786,5.5,2,3,2,2,2,0.4,1
38.5,0.137144,0.248811,7.296674,0.947368,2.692631,0.166667,4.609262,2.285806,-1.751189,0.083832,0.821503,1.037539,0.672802,0.34653,0.8,1.666667,0,5,3,2,0.7,1
47.214286,0.094512,0.345513,7.500842,0.875,1.406798,0.166667,4.097858,2.934694,-1.654487,0.061647,0.253815,0.932244,0.823934,0.457513,2.5,4.5,6,4,2,2,0.3,1
30.2,0.058883,0.18879,7.397703,0.909091,0.883413,0.133333,6.548432,2.903702,-1.81121,0.019597,0.269841,1.211044,0.564976,0.544909,0.666667,1,0,3,1,1,0.1,1
36.588235,0.086474,0.206108,7.720237,0.85,1.680243,0.058824,4.99512,2.388481,-1.793892,0,0.77445,0.366914,0.347122,0.332339,0,0,6,1,1,1,0.8,1
64,0.035881,0.144063,7.096811,1,1.680244,0.305556,3.855458,2.719964,-1.855937,0.120951,0.45246,1.671256,1.671256,0.959912,4.8,4.6,1.4,5,5,5,0.1,1
57.166667,0.080339,0.154315,7.287954,0.96,1.673739,0.166667,5.392587,2.328241,-1.845685,0.104891,0.782117,0.900129,0.567388,0.536454,3.6,2.25,3.5,5,4,4,0.4,1
38.307692,0.021295,0.037496,6.212992,1,2.591187,0.384615,4.471813,2.036569,-1.962504,0.281178,0.999911,2.661941,0.838321,0.453929,0.5,0.5,1.333333,8,8,3,0.6,1
36.769231,0.073635,0.126988,7.898553,0.928571,1.680247,0.153846,5.553691,2.434269,-1.873012,0.034515,0.685789,0.443657,0.434597,0.41916,5.5,4.5,4.5,2,2,2,0.4,1
39.863636,0.071117,0.11691,7.02758,0.93617,0.882702,0.242424,13.963932,2.306545,-1.88309,0.393462,0.88728,1.926661,1.155632,1.002793,1.285714,1.071429,1.076923,14,14,13,1,1
45.68,0.066643,0.331483,7.571742,0.925926,2.922265,0.133333,4.897249,2.904157,-1.668517,0.102305,0.279017,0.857932,0.708128,0.514996,0.666667,0,0,6,3,3,0.3,1
46.385965,0.085147,0.270843,7.510446,0.934426,6.258274,0.134503,3.866509,2.651592,-1.729157,0.171176,0.542946,0.763241,0.534269,0.414206,1.333333,1.375,1.125,15,8,8,1.3,1
45.397059,0.072288,0.254759,7.738739,0.906667,3.364086,0.063725,4.132962,2.850227,-1.745241,0.088043,0.357994,0.261509,0.233869,0.197633,3,3.8,3,6,5,5,0.8,1
24.375,0.061722,0.230999,7.640007,0.8,1.773966,0.208333,3.267415,2.925853,-1.769001,0.090904,0.244823,0.720942,0.70622,0.660254,0.333333,0,1,3,1,1,0.1,1
41.8,0.085963,0.220679,7.442948,0.961538,1.077849,0.146667,8.325555,2.291474,-1.779321,0.096119,0.844468,1.072415,0.708128,0.633844,2.625,3.333333,4.666667,8,3,3,0.7,1
30.317073,0.06434,0.343537,7.726601,0.911111,3.505678,0.065041,4.561074,3.052141,-1.656463,0.039257,0.121612,0.269208,0.234266,0.188195,0.6,1.5,0.5,5,2,2,0.3,1
48.346154,0.071347,0.138694,7.533197,0.928571,1.384289,0.153846,6.828168,2.193562,-1.861306,0.134725,0.989065,0.801219,0.698679,0.628741,4.75,3.75,2.5,4,4,4,0.1,1
32.083333,0.065399,0.16689,7.542431,0.857143,1.144935,0.222222,6.04397,2.305321,-1.83311,0.106702,0.798845,0.720103,0.564749,0.519795,0.8,1.25,0.5,5,4,2,0.6,1
38.289474,0.069767,0.353653,7.644589,0.904762,3.297443,0.087719,3.506949,2.950029,-1.646347,0.063892,0.21005,0.656583,0.287262,0.159348,0.75,0.75,1.5,4,4,4,0.4,1
64.305556,0.086729,0.302707,7.414304,0.923077,3.645147,0.157407,4.412857,2.795785,-1.697293,0.113411,0.408454,0.420662,0.412724,0.324645,2.333333,1.5,0.666667,6,6,6,0.9,1
47.470588,0.066866,0.14361,6.690859,0.944444,0.880227,0.372549,13.850105,2.432575,-1.85639,0.500008,0.767736,2.205236,2.137137,1.206566,0.894737,0.894737,1.333333,19,19,12,0.7,1
36.055556,0.040459,0.313087,7.532804,0.9,1.835522,0.148148,3.960132,2.801128,-1.686913,0.112356,0.38055,0.767268,0.336401,0.327837,2.166667,1,3,6,1,1,0.2,1
25.473684,0.0759,0.32686,7.566122,0.826087,2.357102,0.140351,4.415037,2.858459,-1.67314,0.100769,0.329668,1.242331,0.351171,0.286794,1.25,0,2.5,4,3,2,0.5,1
65.2,0.084398,0.222571,7.476159,0.909091,1.830744,0.122222,5.468287,2.764275,-1.777429,0.080067,0.388367,0.520792,0.429163,0.408578,3.555556,6.666667,11.666667,9,6,3,0.5,1
46.632653,0.052787,0.381551,7.621113,0.859649,4.564539,0.095238,4.540612,2.915963,-1.618449,0.087401,0.273745,0.687248,0.19412,0.162277,1.125,5.666667,5,8,3,3,0.7,1
56.071429,0.096642,0.301995,8.066489,0.848485,2.697425,0.130952,3.618833,2.615977,-1.698005,0.071171,0.55515,0.702671,0.382534,0.309766,3.714286,1.2,1.5,7,5,4,0.6,1
50.481481,0.082325,0.177658,7.589744,0.870968,1.312194,0.160494,6.324119,2.345161,-1.822342,0.118161,0.859701,0.96443,0.807272,0.495877,1,1,0.25,6,4,4,0.3,1
48.564103,0.084164,0.329141,7.627305,0.906977,2.745657,0.059829,4.351542,2.606827,-1.670859,0.039151,0.576299,0.260225,0.239432,0.224679,0,0.5,1,3,2,2,0.3,1
28.787879,0.141639,0.141706,7.090849,0.868421,1.145783,0.313131,5.213126,2.041483,-1.858294,0.463611,1.132729,1.337271,0.906771,0.567049,1,1,0.692308,15,13,13,2.2,1
43.08,0.110004,0.327117,7.872588,0.833333,2.307623,0.093333,4.799734,2.396447,-1.672883,0.102066,0.695807,0.453854,0.231292,0.217963,2,1.2,0.666667,8,5,3,0.3,1
81.222222,0.10781,0.246164,7.777444,0.9,1.816709,0.148148,3.684684,2.603358,-1.753836,0.037233,0.544431,0.960138,0.528438,0.37068,2.5,3.5,1,4,2,2,0.3,1
66.7,0.084731,0.196964,7.606273,0.909091,1.83465,0.15,4.945675,2.902272,-1.803036,0.054544,0.285855,0.864124,0.713391,0.520792,3.2,4,7,5,4,2,0.3,1
43.411765,0.061236,0.347279,7.78283,0.871795,6.98869,0.098039,3.185542,2.76596,-1.652721,0.067016,0.458323,0.535429,0.419642,0.383865,3.5,1.25,5.333333,6,4,3,0.5,1
41.88,0.100854,0.20342,7.032776,1,1.07646,0.173333,10.217614,2.29162,-1.79658,0.147682,0.832925,1.072415,0.903961,0.887103,2.4,2.75,0.25,5,4,4,0.7,1
50.333333,0.072883,0.194067,7.98008,0.75,1.14522,0.126984,5.387129,2.217474,-1.805933,0.055583,0.913109,0.966551,0.297026,0.297026,1.5,0,2.5,4,2,2,0.5,1
47.714286,0.039893,0.358751,7.564521,0.945946,3.438526,0.057143,4.312091,2.941444,-1.641249,0.087585,0.250434,0.337204,0.248598,0.237617,4.4,2,2,5,5,5,0.7,1
24,0.064881,0.186237,7.137753,1,0.681173,0.166667,9.290744,2.822182,-1.813763,0.025799,0.322365,1.340519,0.626721,0.619576,0.5,0,2,2,1,1,0.25,1
43.714286,0.167152,0.152257,7.683112,0.875,1.680242,0.142857,4.099693,2.139722,-1.847743,0.038751,0.923907,0.807108,0.716253,0.644968,1.5,2,1.5,2,2,2,0.8,1
50.642857,0.118387,0.216948,8.034168,0.777778,2.077387,0.119048,3.415052,2.650864,-1.783052,0.01624,0.49399,0.574049,0.548521,0.432516,3.5,3.5,0,2,2,1,0.5,1
42.529412,0.108039,0.200729,7.290698,0.89083,5.868432,0.202614,5.402154,2.128293,-1.799271,0.516793,1.044182,1.510776,0.453447,0.401032,1.725275,1.37931,4,91,29,22,8.6,1
63.857143,0.048084,0.149944,7.626325,1,1.680243,0.095238,3.771936,2.399386,-1.850056,0.039544,0.775567,0.562007,0.538072,0.477502,9,3,9,2,2,2,0.9,1
43.157895,0.075571,0.296278,7.804106,0.791667,1.348274,0.114035,7.343283,2.797175,-1.703722,0.108682,0.406064,0.60626,0.322562,0.258029,0.833333,4,0,6,5,3,1,1
43.666667,0.075899,0.218707,7.692794,0.857143,2.327154,0.111111,4.581378,2.819119,-1.781293,0.086413,0.361347,0.864124,0.317063,0.286109,2.666667,4,3.5,6,2,2,0.2,1
54.537634,0.064766,0.30768,7.679893,0.861111,2.75716,0.082437,4.679373,2.883872,-1.69232,0.141207,0.275921,0.536554,0.380714,0.26044,1.555556,5.125,0.142857,9,8,7,1.2,1
42.565217,0.096586,0.345427,7.605857,0.901961,2.969294,0.065217,4.610078,2.830978,-1.654573,0.119462,0.378259,0.253004,0.192426,0.164607,3,5.142857,4.4,7,7,5,1.1,1
48.576923,0.068846,0.333134,7.647302,0.928571,2.99575,0.115385,4.381276,2.889773,-1.666866,0.085113,0.282102,0.559759,0.434597,0.395555,2,2,2.666667,3,3,3,0.2,1
48,0.104826,0.202487,7.417781,0.944444,3.277936,0.156863,3.507307,2.597894,-1.797513,0.055067,0.574229,1.282138,0.51182,0.347122,1.5,1,0,4,2,2,0.4,1
39.529412,0.11214,0.222869,7.885221,0.772727,4.167753,0.098039,3.398542,2.3492,-1.777131,0.017005,0.77,0.462936,0.366914,0.35619,1.333333,0.5,0,3,2,1,0.5,1
41.727273,0.06937,0.219034,7.380061,0.956522,2.859345,0.121212,3.792247,2.929229,-1.780966,0.061704,0.248167,1.238429,0.283525,0.275237,0.8,1.666667,3.5,5,3,2,0.4,1
43.888889,0.090717,0.235741,7.384022,0.964286,0.917698,0.135802,8.887873,2.587303,-1.764259,0.075101,0.546915,0.978154,0.734312,0.403636,1,1.166667,2,7,6,2,0.4,1
50.409091,0.119697,0.253807,8.219931,0.758621,2.18266,0.121212,5.576788,2.172602,-1.746193,0.070377,0.924085,0.504036,0.480185,0.297889,2.833333,11.5,3,6,2,2,0.2,1
52.215517,0.089437,0.25737,7.678099,0.878788,2.421468,0.112069,6.579885,2.609985,-1.74263,0.238617,0.497948,0.440987,0.352222,0.290303,3.857143,5.071429,4,21,14,11,3,1
44.529412,0.05691,0.181478,7.683908,0.809524,1.784653,0.176471,5.326569,2.841085,-1.818522,0.086182,0.353524,1.270771,0.35619,0.35619,1,4,1,5,2,2,0.3,1
37.771429,0.042437,0.345173,7.718629,0.886076,2.845009,0.047619,5.028699,2.92591,-1.654827,0.050545,0.267559,0.121813,0.11608,0.099358,2.2,0,1,5,3,3,0.7,1
40.540541,0.042733,0.359565,7.665727,0.902439,2.727783,0.117117,5.108303,2.86288,-1.640435,0.118815,0.369598,0.542029,0.434763,0.294545,0.833333,1,1.333333,6,6,3,0.5,1
57.052632,0.072582,0.310853,7.567404,0.904762,6.922657,0.096491,3.487528,2.733403,-1.689147,0.073294,0.515236,0.505522,0.457945,0.328292,2,2,6.75,6,5,4,0.8,1
41.55814,0.07612,0.206807,7.875847,0.811321,1.354594,0.077519,8.433505,2.03557,-1.793193,0.158099,1.114501,0.354027,0.337439,0.33181,1.208333,1.4,1.2,24,20,10,3.7,1
31.111111,0.098948,0.313085,7.087054,1,1.122867,0.185185,7.009301,2.821888,-1.686915,0.057624,0.331245,1.848132,0.672802,0.627751,1.25,4,4,4,1,1,0.333333,1
55.367347,0.109753,0.371983,7.509315,0.924528,9.919432,0.122449,3.274898,2.402879,-1.628017,0.10541,0.789984,0.330797,0.295016,0.267492,3.916667,4,4,12,6,6,1,1
44.375,0.048773,0.291118,7.816223,0.888889,1.923946,0.0625,4.495107,2.907691,-1.708882,0,0.285162,0.389846,0.389846,0.360471,7,0,0,1,1,1,0.1,1
42.190476,0.087085,0.226812,8.141804,0.777778,2.649691,0.111111,4.165837,2.461956,-1.773188,0.046543,0.682459,0.463116,0.297026,0.297026,1,1.5,0.5,3,2,2,0.2,1
53.75,0.091446,0.367676,7.678645,0.857143,7.430343,0.111111,3.684571,2.435258,-1.632324,0.14727,0.761764,0.273065,0.224957,0.210331,3.090909,0.5,2.25,11,4,4,1.5,1
52.5,0.03388,0.117358,7.305976,0.888889,1.680243,0.25,3.571519,2.752715,-1.882642,0.042947,0.398329,1.412439,1.253442,0.959912,0,1,0,2,2,2,0.222222,1
43.28,0.103982,0.354157,7.712012,0.838926,8.102404,0.170667,3.469859,2.086229,-1.645843,0.38824,1.117494,0.596493,0.367,0.30068,3.794118,3.2,1.866667,34,25,15,3.3,1
52.076923,0.08283,0.282219,7.683866,0.866667,2.177462,0.179487,3.632334,2.803509,-1.717781,0.068452,0.358229,0.838321,0.497209,0.479811,2.8,1.5,0,5,2,2,0.4,1
46.928571,0.072084,0.323797,7.439476,0.965517,1.428824,0.053571,4.348939,2.872979,-1.676203,0.037567,0.2917,0.222769,0.114723,0.108129,3.666667,3.666667,0,3,3,3,0.7,1
33.6,0.137488,0.198596,7.466796,0.909091,2.319301,0.133333,3.546896,2.460964,-1.801404,0.01751,0.634819,1.089817,0.605522,0.495661,2,3,7,2,1,1,0.2,1
41.5,0.076576,0.266336,7.674574,0.918919,2.956401,0.068627,6.34491,2.82372,-1.733664,0.035727,0.352627,0.423746,0.366914,0.294928,1,1.5,2,4,2,2,0.3,1
38.583333,0.072613,0.24712,7.65279,0.857143,5.696368,0.097222,3.080988,2.845022,-1.75288,0.035286,0.344615,0.49187,0.491756,0.265295,0.25,1.5,0.5,4,4,2,0.4,1
40,0.033893,0.100132,6.840681,0.75,1.060849,0.444444,6.319869,2.409267,-1.899868,0.13441,0.662991,2.941996,1.009204,0.961257,0.75,1.5,1.5,4,2,2,0.375,1
75.846154,0.045365,0.144499,7.169773,1,1.483579,0.179487,4.040241,2.674835,-1.855501,0.05215,0.496227,1.257481,0.869193,0.869193,1.666667,4,4,6,2,2,0.1,1
49.318182,0.098769,0.273764,7.516952,0.956522,4.225648,0.136364,3.379459,2.61935,-1.726236,0.053305,0.547978,0.850574,0.642475,0.547955,1.666667,1.666667,1.666667,3,3,3,0.1,1
54.307692,0.08484,0.379016,7.674312,0.866667,9.846831,0.128205,3.072214,2.206048,-1.620984,0.128825,1.014547,0.332493,0.29407,0.222396,3.125,6.6,3.4,8,5,5,0.7,1
73.142857,0.073721,0.298728,7.383998,0.933333,2.900503,0.214286,3.520498,3.006867,-1.701272,0.08013,0.173669,1.782155,1.336616,0.807108,6,7.333333,1,4,3,3,0.4,1
44.47619,0.059311,0.388855,7.761409,0.857143,12.81877,0.095238,3.220017,2.523938,-1.611145,0.085387,0.6919,0.234056,0.231558,0.206511,2.875,2.166667,3,8,6,4,1.1,1
45.65,0.072887,0.282081,7.82903,0.882353,3.677348,0.033333,4.671693,2.947435,-1.717919,0.030487,0.269226,0.192251,0.158531,0.15427,2,0,2,2,2,2,0.9,1
38.111111,0.075012,0.388461,7.739006,0.9,2.2257,0.222222,3.519881,2.800045,-1.611539,0.050253,0.35811,1.311349,1.311349,0.672802,0.5,3,4.5,2,2,2,0.2,1
40.608696,0.079056,0.300238,7.86376,0.836364,3.081273,0.072464,3.730001,2.853777,-1.699762,0.062136,0.361235,0.245642,0.226431,0.163889,1.666667,2.333333,2.333333,6,3,3,0.8,1
33.66,0.070354,0.382669,8.085892,0.735294,12.817455,0.086667,3.378044,2.39082,-1.617331,0.092872,0.842539,0.324181,0.196607,0.124751,3.375,1.4,2.5,8,5,2,1.8,1
42.513514,0.085762,0.215448,7.614991,0.925,3.366332,0.108108,6.449483,2.624846,-1.784552,0.085861,0.519252,0.384489,0.363218,0.224707,3.333333,1.8,5.666667,6,5,3,0.6,1
65.277778,0.140862,0.24325,6.920599,1,2.68495,0.194444,4.614172,2.011721,-1.75675,0.282396,1.084102,1.059544,1.009204,0.856488,2.555556,0.142857,1.714286,9,7,7,1.4,1
42.590909,0.050815,0.35793,7.72502,0.916667,2.48469,0.080808,4.428708,2.888227,-1.64207,0.092631,0.321354,0.227899,0.190155,0.189016,1.166667,0.833333,2.4,6,6,5,0.7,1
34.25,0.073212,0.214365,7.778033,0.888889,1.146336,0.166667,6.257393,2.947703,-1.785635,0.017569,0.222222,0.851082,0.779693,0.737634,2,0,0,2,1,1,0.111111,1
39.179487,0.137707,0.279223,7.290081,0.95122,2.611733,0.153846,6.345554,2.010355,-1.720777,0.279967,1.122248,0.922372,0.628531,0.433314,1.3,0,0,20,12,10,2.7,1
52.52381,0.099158,0.155879,7.356433,0.933333,1.454194,0.190476,5.478337,2.102187,-1.844121,0.217506,1.067362,1.297547,0.961257,0.908181,3.785714,4.875,2,14,8,8,0.1,1
53.65625,0.101407,0.25554,7.533069,0.914286,2.128752,0.09375,3.543545,2.360064,-1.74446,0.051014,0.792497,0.479956,0.294468,0.286805,6.75,5,5.333333,4,4,3,0.8,1
36.6,0.033445,0.068716,6.199689,0.909091,0.908793,0.5,11.658589,2.541446,-1.931284,0.323908,0.594578,3.389854,2.941525,1.634726,0.142857,0.142857,0.2,7,7,5,0.1,1
40.5,0.057543,0.282227,7.210891,1,1.59359,0.166667,4.131213,2.900052,-1.717773,0.027121,0.267164,1.180214,1.180214,0.623754,1.333333,1.333333,0,3,3,1,0.2,1
41.2,0.031351,0.200084,7.343394,1,0.633827,0.133333,14.724722,2.760314,-1.799916,0.01691,0.401033,0.623754,0.590107,0.55444,1.666667,1,0,3,1,1,0.2,1
33.880952,0.050791,0.322328,7.708509,0.823529,1.488299,0.079365,5.853778,2.88844,-1.677672,0.081716,0.303886,0.445539,0.233454,0.215619,3,0,1.666667,4,3,3,0.3,1
40.05,0.070557,0.301403,7.446225,0.909091,1.397741,0.133333,4.494572,3.021417,-1.698597,0.056554,0.157376,0.781189,0.311877,0.311877,0.333333,0.333333,0.5,3,3,2,0.2,1
39.888889,0.073865,0.121283,7.639314,0.84375,1.202628,0.185185,6.287654,2.18879,-1.878717,0.168239,1.00353,0.794381,0.596764,0.403636,3.125,3.75,2.75,8,4,4,2.3,1
64.454545,0.033035,0.103075,7.005453,0.916667,1.113918,0.363636,7.473465,2.480938,-1.896925,0.148759,0.650587,1.604725,1.440554,1.046274,3.2,3.2,1.666667,5,5,3,0.6,1
52.407407,0.051495,0.263905,7.457919,0.931034,3.505726,0.074074,3.318754,2.968212,-1.736095,0.011931,0.223644,0.294502,0.23102,0.23102,4.75,2,5.5,4,2,2,0.2,1
52.666667,0.087465,0.211755,7.200815,1,0.624617,0.174603,13.415452,2.714409,-1.788245,0.086068,0.420134,1.180145,0.594015,0.297026,2.6,3.666667,3.666667,5,3,3,0.3,1
